Percent 65 and Older,Percent Under 18 Years,Percent Under 5 Years,county,Bachelor's Degree or Higher,High School or Higher,American Indian and Alaska Native Alone,Asian Alone,Black Alone,Hispanic or Latino,Native Hawaiian and Other Pacific Islander Alone,Two or More Races,White Alone,"White Alone, not Hispanic or Latino",Per Capita Income,Persons Below Poverty Level,Median Household Income,2010 Population,2014 Population,Population Percent Change,Population per Square Mile,state
14.5,24.1,6.8,Wayne County,16.4,81.7,0.8,1.4,31.9,11.1,0.1,2.2,63.6,54.4,21557,22.1,41731,122623,124456,1.5,221.7,NC
19.9,21.2,4.9,Wilkes County,12.5,74.2,0.4,0.5,4.5,5.8,0.1,1.3,93.3,88.2,19029,22.7,33159,69340,68838,-0.7,91.9,NC
16.3,23.7,6.2,Wilson County,17.9,78.5,0.6,1.1,39.8,10.1,0.1,1.5,57,48.4,20972,23.2,39204,81234,81401,0.2,220.6,NC
18.3,21.9,5.4,Yadkin County,13.1,78.8,0.6,0.3,3.5,10.7,0.2,1.1,94.3,84.7,22726,18.5,40371,38406,37792,-1.6,114.7,NC
23.5,19.3,4.9,Yancey County,17.9,83.2,0.7,0.2,1.2,4.9,0.3,1,96.6,92.8,20257,20.1,38579,17818,17614,-1.1,57,NC
25.2,19.3,5.5,Adams County,23.2,93,0.7,0.8,0.8,1.2,0,1.6,96.1,94.9,31502,9.9,47798,2343,2384,1.7,2.4,ND
20.2,20.4,5.4,Barnes County,26.2,89.9,1,1.2,1.5,1.6,0.1,1.6,94.6,93.4,31721,9.3,50274,11066,11144,0.7,7.4,ND
12.2,34.2,10.2,Benson County,11.6,83,54.4,0.4,0.1,2.2,0,2.1,43,42.1,18162,35.8,36491,6660,6833,2.6,4.8,ND
17.8,19,5.8,Billings County,21.6,88.9,0.4,3.7,0.6,1.8,0,0.3,95,93.7,37972,8.4,57083,783,901,15.1,0.7,ND
21.3,21,6.3,Bottineau County,20.9,88.1,2.5,0.5,0.7,2,0,2,94.3,92.7,31969,11,51667,6429,6650,3.4,3.9,ND
19.5,24.2,6.5,Bowman County,20.7,89.1,2.5,0.2,0.3,4.7,0,1.1,95.8,92.7,32045,8.2,56964,3151,3247,3,2.7,ND
18,23.4,8,Burke County,17.4,87.4,1,0.6,0.6,2.1,0,1.3,96.5,94.5,32908,12.4,53693,1968,2245,14.1,1.8,ND
14.5,22.7,6.6,Burleigh County,33.2,93.4,4.1,0.7,1.2,1.9,0.1,1.7,92.3,90.8,32876,8.2,61811,81308,90503,11.3,49.8,ND
10.8,22.1,6.9,Cass County,37.2,94.6,1.3,2.6,3.7,2.4,0.1,1.9,90.5,88.5,30529,13,52590,149778,167005,11.5,84.9,ND
26.6,19.7,5.2,Cavalier County,16.4,87.8,1.4,0.3,0.3,1.1,0,0.9,97.1,96.2,32028,4.9,55904,3993,3855,-3.5,2.7,ND
21.9,22.6,5.8,Dickey County,23.6,86.8,0.7,0.5,1,3.4,0,1.6,96.3,93.4,24644,9.7,47359,5289,5150,-2.6,4.7,ND
23.1,20.9,5.8,Divide County,21.8,90.6,0.7,0.7,0.7,3.9,0,1.2,96.6,93,36303,8.4,55057,2071,2432,17.4,1.6,ND
14.3,22.7,6.7,Dunn County,17.9,90.1,9.7,1.5,0.6,3.8,0,2.3,85.9,83,33788,10.1,60500,3536,4399,24.4,1.8,ND
23.8,22.2,5.5,Eddy County,20.1,88.1,4.5,0.4,0.3,3.1,0.1,1.9,93,90.5,27323,13.8,44250,2385,2377,-0.3,3.8,ND
27.6,20,4.4,Emmons County,14.4,81.6,0.7,0.1,0.1,1.1,0,0.9,98.1,97,27690,14.9,38477,3550,3422,-3.6,2.4,ND
22,21.4,5.3,Foster County,19.6,86.4,1,0.5,0.3,1.2,0,0.9,97.4,96.3,33063,11.1,50677,3343,3362,0.6,5.3,ND
18.5,23.6,5.9,Golden Valley County,18.3,91.2,1.2,0.2,0.8,2.7,0.2,0.9,96.7,94.2,26113,12.4,36100,1680,1825,8.6,1.7,ND
11.2,20.4,6.7,Grand Forks County,32.6,92.5,2.8,2.3,3.5,3.8,0.1,2.5,88.8,85.7,27026,16,46745,66861,70138,4.9,46.5,ND
27.7,18.5,5.8,Grant County,16.4,86.5,1.9,0.2,0,1,0,1.8,96.1,95.3,28129,14.2,41694,2394,2361,-1.4,1.4,ND
28.7,18.5,4.6,Griggs County,14.8,83.4,0.8,0.1,0.4,0.8,0,0.3,98.4,97.8,27197,7,45542,2420,2319,-4.2,3.4,ND
22.9,22.7,6.4,Hettinger County,17.3,87.2,2.9,0.2,0.6,2.3,0.1,1.7,94.5,92.6,27910,10.7,47743,2477,2660,7.4,2.2,ND
21,21.3,5.3,Kidder County,19.4,84,0.9,0.7,0.5,3.8,0,0.7,97.3,94.4,28904,10.4,50000,2435,2424,-0.5,1.8,ND
25.5,21,5.3,LaMoure County,21.5,87.3,0.4,0.1,0.3,1.1,0,0.8,98.4,97.3,31989,8.7,53691,4139,4149,0.2,3.6,ND
27,21.3,5.4,Logan County,13,76.9,0.5,0.3,0.3,0.9,0,1,97.9,97.1,27887,10.1,49076,1990,1944,-2.3,2,ND
19,23.2,6.3,McHenry County,16.3,88.4,1.1,0.4,0.3,2.6,0,1,97.2,95,28331,14.2,45343,5395,5988,11,2.9,ND
31.3,19,5.5,McIntosh County,18.6,75.4,0.6,0.6,0.3,2.1,0,0.8,97.7,95.7,25427,13.8,36066,2809,2801,-0.3,2.9,ND
8.3,29.4,8,McKenzie County,22.3,89.9,14.1,0.7,1.2,6.8,0,2.3,81.7,76.5,33078,13.8,64866,6360,10996,72.9,2.3,ND
21.5,22,5.9,McLean County,17.5,90.5,7.2,0.1,0.3,2.1,0,1.8,90.6,89.5,30992,10.9,53565,8962,9578,6.9,4.2,ND
17,22.3,6.4,Mercer County,20.5,88.8,2.4,0.3,0.4,2.5,0.1,1.4,95.4,93.6,31767,7.3,66534,8424,8746,3.8,8.1,ND
14.9,23.3,6.8,Morton County,24.1,90.2,3.9,0.4,0.9,2.7,0.1,2,92.6,90.8,29389,8.5,60065,27471,29822,8.6,14.3,ND
10.8,25,8.3,Mountrail County,18.3,90.2,27.2,0.3,0.9,6.2,0,2.9,68.7,64.8,33803,12.3,68722,7673,9782,27.5,4.2,ND
27.9,18.7,4.9,Nelson County,21,89.3,1.7,0.3,0.6,2,0,1.7,95.8,94.2,30432,7.7,49839,3126,3045,-2.6,3.2,ND
18.7,22.5,6.5,Oliver County,16.4,87.5,3.1,0.3,0.4,2.5,0,1,95.1,93,32253,7.4,71250,1846,1850,0.2,2.6,ND
21.6,20.7,5.2,Pembina County,19.2,89,2,0.4,0.5,3.7,0,1.4,95.6,92.2,27817,8.7,49846,7413,7128,-3.8,6.6,ND
22.8,22.1,6.3,Pierce County,12.4,82.3,4.5,0.1,0.6,1.4,0,0.9,93.9,92.9,23491,14.3,42975,4357,4404,1.1,4.3,ND
18.4,22.4,6.5,Ramsey County,21,88.2,8.9,0.5,0.5,2.5,0.1,3.2,86.7,85.2,28081,12.1,48604,11451,11564,1,9.6,ND
20.7,22.9,5.6,Ransom County,16.5,87.9,0.7,0.4,0.6,1.9,0,1.3,97,95.4,26137,9.5,49788,5457,5446,-0.2,6.3,ND
18.9,22.4,6.6,Renville County,17.2,93.3,0.5,0.5,0.7,2.3,0,1.5,96.8,94.9,31178,7,60847,2470,2587,4.7,2.8,ND
15.8,21.4,5.4,Richland County,20.8,89.8,2.7,0.7,0.8,2.7,0.1,1.6,94,92,27713,11.8,53759,16321,16432,0.7,11.4,ND
10.2,33.8,10.3,Rolette County,19.9,81.8,76.4,0.1,0.4,1.6,0,2.5,20.6,20.2,15502,36,31336,13937,14616,4.9,15.4,ND
19.8,21.1,5.4,Sargent County,17.9,88.5,1.1,0.6,0.7,2.9,0.1,0.9,96.6,94,29950,7.4,53381,3829,3931,2.7,4.5,ND
29,17.1,4,Sheridan County,16,84.6,1.6,0.2,0.5,1.3,0.2,1.5,95.9,95.1,29219,13.7,43250,1321,1326,0.4,1.4,ND
7.3,37.5,12.2,Sioux County,17.7,83.3,81.7,0.1,0.3,3.8,0,3,14.9,14.4,15478,40.5,36111,4153,4422,6.5,3.8,ND
20.4,22.4,7.2,Slope County,22.5,85.7,2.5,0,0.5,3,0,0.9,96.1,94.5,30586,8.9,61667,727,765,5.2,0.6,ND
12.8,24.3,7.6,Stark County,24.7,89.3,1.3,1.4,1.7,4.9,0,1.6,93.9,89.5,31412,7.6,62559,24199,30372,25.5,18.1,ND
23.7,20.6,5.7,Steele County,20.3,92,1.1,0.2,0.2,1.3,0,0.7,97.9,96.7,31455,6.2,55735,1975,1955,-1,2.8,ND
17.6,20.4,5.6,Stutsman County,23.7,87.3,1.6,0.7,1.1,2.1,0.1,1.4,95.1,93.5,27351,12,50120,21100,21129,0.1,9.5,ND
23.5,21.7,6.7,Towner County,21.8,93.2,3.5,0.2,0.2,0.8,0,1.6,94.4,93.7,33357,7.5,55521,2246,2310,2.8,2.2,ND
19,22.3,6.4,Traill County,28.9,90.5,1.2,0.4,0.8,3.2,0,1.6,96.1,93.2,27098,10.7,48767,8121,8082,-0.5,9.4,ND
21,22.6,6.4,Walsh County,18.3,83,2,0.5,0.4,11.1,0,1.5,95.6,85.5,29072,10.6,48592,11119,10970,-1.3,8.7,ND
11.5,23.2,7.9,Ward County,25.9,92.9,2.5,1.2,4,5.1,0.2,2.7,89.4,85.2,28557,9.1,56580,61675,69384,12.5,30.6,ND
27.1,19.2,5.4,Wells County,19.3,85.7,0.7,0.1,0.3,1.1,0,1.1,97.7,96.8,29301,8.9,44132,4207,4192,-0.4,3.3,ND
9.4,25.5,8.3,Williams County,19.9,89.5,3.9,0.8,2.4,5.2,0.1,2.9,90,85.5,38738,8.6,76210,22398,32130,43.5,10.8,ND
16.6,24.5,6.1,Adams County,10.6,76.7,0.5,0.2,0.6,0.8,0,1.4,97.4,96.6,18235,22.7,35678,28550,28129,-1.5,48.9,OH
15.9,23.3,6.1,Allen County,17.2,88.4,0.3,0.8,12.4,2.8,0,2.8,83.7,81.5,22295,18.6,42823,106331,105040,-1.2,264.2,OH
17.3,23.2,6,Ashland County,19.3,87.1,0.2,0.6,0.9,1.2,0.1,1.1,97.1,96,21940,16.3,46548,53139,53035,-0.2,125.6,OH
17.4,22.6,5.7,Ashtabula County,12.6,85.1,0.3,0.5,3.8,3.8,0,2,93.4,90.1,20011,18.7,40516,101497,99175,-2.3,144.6,OH
11.4,15.6,4.3,Athens County,28.2,89.4,0.4,3.4,2.7,1.8,0,2.2,91.2,89.8,17019,31.7,33823,64757,64713,-0.1,128.6,OH
17,24.3,6.1,Auglaize County,17.1,91.4,0.2,0.5,0.5,1.5,0,1,97.7,96.4,25323,8.8,52239,45949,45841,-0.2,114.5,OH
18.9,19.1,4.9,Belmont County,14.4,87.7,0.2,0.4,4.2,0.9,0,1.4,93.8,93,22380,14.6,41534,70400,69461,-1.3,132.3,OH
16.7,23.5,5.8,Brown County,11,81.5,0.2,0.3,1,0.8,0,1.1,97.3,96.6,21206,14.1,44341,44846,44116,-1.6,91.5,OH
13.2,24.3,6.2,Butler County,27.4,88.9,0.3,2.8,8.1,4.5,0.1,2.2,86.5,82.7,26813,13.6,56610,368130,374158,1.6,788.2,OH
19.3,21.5,4.8,Carroll County,11,85.1,0.3,0.3,0.6,1.2,0,1.2,97.6,96.5,21783,15.5,43779,28836,28187,-2.3,73.1,OH
16.6,23.4,5.9,Champaign County,17,87.4,0.4,0.5,2.3,1.5,0,2,94.8,93.5,23358,13.4,49157,40097,39128,-2.4,93.5,OH
17.9,22.8,5.9,Clark County,17.6,86.1,0.3,0.7,9,3.1,0.1,2.8,87.1,84.6,22780,18.6,43136,138333,136554,-1.3,348,OH
14,24.2,6,Clermont County,25.6,88.3,0.2,1.1,1.5,1.7,0,1.4,95.7,94.2,28761,10.2,60365,197363,201560,2.1,436.5,OH
15.2,24,6.4,Clinton County,14.5,87.7,0.3,0.5,2.3,1.6,0.1,2,94.9,93.5,22026,16.5,46048,42040,41835,-0.5,102.9,OH
18.3,20.9,5.3,Columbiana County,12.6,86.5,0.2,0.4,2.5,1.5,0,1.4,95.6,94.4,21575,16.9,42300,107841,105686,-2,202.7,OH
17.9,23.5,6,Coshocton County,12.3,84.9,0.3,0.3,1.2,0.9,0,1.2,96.9,96.2,20526,16.9,41274,36901,36516,-1,65.4,OH
19.5,22,5.5,Crawford County,11.8,86.8,0.2,0.5,1,1.5,0,1.2,97.1,95.9,21478,16.6,40783,43784,42480,-3,109,OH
16.4,21.5,5.8,Cuyahoga County,29.7,87.5,0.3,3,30.3,5.4,0,2,64.4,60.2,27423,18.3,43804,1280122,1259828,-1.6,2800,OH
18.6,24.2,5.9,Darke County,11.9,87,0.2,0.4,0.6,1.5,0,1.1,97.7,96.3,22511,13.7,43425,52959,52196,-1.4,88.5,OH
16.8,23.5,5.8,Defiance County,16.5,88.4,0.4,0.4,2.2,9.6,0,1.4,95.5,86.7,22739,13.9,47593,39037,38510,-1.3,94.9,OH
11.5,27.6,6.1,Delaware County,50.5,96,0.2,5.4,3.5,2.4,0,1.8,89,86.9,40189,4.9,89757,174214,189113,8.6,393.2,OH
19.7,21,5.2,Erie County,21,89.3,0.4,0.7,8.8,4,0,2.9,87.3,84,26135,13.3,46498,77079,75828,-1.6,306.4,OH
14.4,24.5,5.6,Fairfield County,26,91.5,0.2,1.3,7.1,2.1,0,2,89.3,87.6,27031,11.9,58786,146156,150381,2.9,289.8,OH
16.5,24,6.4,Fayette County,13.7,83.4,0.3,0.7,2.5,1.9,0,1.7,94.8,93.2,20603,20.1,37619,29030,28800,-0.8,71.4,OH
10.9,23.7,7.2,Franklin County,36.4,89.7,0.3,4.6,22.2,5.1,0.1,3,69.8,65.7,28283,18.1,50877,1163414,1231393,5.8,2186.1,OH
16.2,24.2,5.9,Fulton County,16.3,88.6,0.4,0.4,0.7,8.2,0,1.1,97.3,89.8,24771,11.4,52856,42698,42580,-0.3,105.3,OH
17.4,23,6.1,Gallia County,15.2,81.3,0.4,0.5,2.6,1.2,0,1.7,94.8,93.9,21168,17.7,39226,30934,30397,-1.7,66.3,OH
18,24.1,5.1,Geauga County,35.9,90.9,0.1,0.7,1.3,1.4,0,0.9,96.9,95.7,34455,8.1,67663,93389,94295,0.9,233.4,OH
15.6,20.7,5.5,Greene County,36,92.4,0.3,3.1,7.3,2.7,0.1,2.7,86.6,84.4,30040,13.9,58080,161573,163820,1.4,390.5,OH
17.5,22.8,5.9,Guernsey County,12.9,84.9,0.3,0.3,1.6,1,0,2,95.8,94.9,20537,20.3,38841,40087,39590,-1.2,76.8,OH
14.2,23.3,6.6,Hamilton County,33.7,88.6,0.2,2.4,26.1,2.9,0.1,2.2,69,66.7,29681,18,48593,802374,806631,0.5,1976.7,OH
16,22.7,6.1,Hancock County,25.7,91.7,0.3,1.8,1.8,5,0,1.6,94.4,90,26139,14,49589,74782,75337,0.7,140.7,OH
14.7,23.3,5.9,Hardin County,13.4,86.8,0.2,0.7,1,1.5,0.1,1.4,96.6,95.3,19626,18.1,40415,32058,31796,-0.8,68.1,OH
19.6,21,5.2,Harrison County,9.2,85.7,0.2,0.2,2.2,0.8,0,1.6,95.8,95.2,21029,18.4,39002,15864,15543,-2,39.4,OH
17.6,23.9,6.2,Henry County,13.8,90.4,0.4,0.5,0.7,7.3,0,1,97.4,90.6,23347,13.5,49439,28215,27937,-1,67.8,OH
17.1,24.2,6,Highland County,11.4,82.2,0.3,0.3,1.5,0.9,0,1.5,96.4,95.6,19348,19.5,39091,43589,43045,-1.2,78.8,OH
17.1,23.2,5.6,Hocking County,12.7,86.7,0.4,0.3,0.7,0.9,0,1.2,97.4,96.7,21037,15.9,42089,29380,28725,-2.2,69.7,OH
12.5,33.2,9.1,Holmes County,8.5,55.2,0.1,0.1,0.5,0.9,0,0.6,98.7,97.9,17177,15.8,45477,42366,43898,3.6,100.3,OH
15.5,24.7,6.1,Huron County,13.1,87.7,0.3,0.4,1.4,6.1,0,1.6,96.4,90.8,22257,13.5,49404,59626,58714,-1.5,121.3,OH
15.7,24.1,6.2,Jackson County,15.2,81.4,0.4,0.4,0.7,1,0,1.5,97,96.2,19405,24.6,36356,33225,32748,-1.4,79,OH
19.5,19.5,4.8,Jefferson County,14.7,89,0.2,0.4,5.5,1.4,0,1.9,91.9,90.8,22324,16.6,40577,69709,67694,-2.9,170.7,OH
16.3,23.3,6.2,Knox County,21.2,88.1,0.2,0.7,1,1.4,0,1.3,96.8,95.5,23878,14.2,49750,60921,61167,0.4,115.9,OH
18,20.9,5,Lake County,24.9,91.2,0.2,1.4,3.9,4,0,1.6,93,89.4,29132,9.2,56018,230041,229230,-0.4,1011.2,OH
17.1,22.4,5.6,Lawrence County,14.9,85,0.2,0.4,2.2,0.9,0,1.4,95.7,95,21365,18.3,41552,62450,61623,-1.3,137.7,OH
15.2,23.7,6,Licking County,21.9,89.2,0.3,0.9,3.8,1.7,0,2,92.9,91.5,26716,12,55114,166492,169390,1.7,243.9,OH
16.5,24,6,Logan County,14.8,86.1,0.3,0.7,1.8,1.4,0,2,95.1,93.9,22878,15.9,47542,45858,45507,-0.8,100,OH
16.3,22.8,5.6,Lorain County,22.2,88.8,0.4,1.2,8.9,9.2,0.1,2.8,86.8,79.2,26030,14.6,51816,301356,304216,0.9,613.6,OH
14.6,23.2,6.4,Lucas County,23.4,87.8,0.4,1.8,19.7,6.7,0.1,2.8,75.3,69.9,23885,20.8,41556,441815,435286,-1.5,1296.2,OH
13.9,21.3,5.2,Madison County,17.6,85.7,0.3,1,6.6,1.7,0,1.6,90.4,89,24014,11,54956,43435,43918,1.1,93.2,OH
19.1,20.5,5.1,Mahoning County,20.8,88.6,0.3,0.9,15.9,5.4,0,2,80.9,76.8,23975,17.6,41058,238823,233204,-2.4,580.2,OH
15.9,21.2,5.8,Marion County,12.4,85.5,0.2,0.6,6.4,2.4,0.1,1.7,91,88.9,20624,18.5,42572,66501,65720,-1.2,164.7,OH
15.5,23.5,5.3,Medina County,29.6,93.2,0.2,1.2,1.4,1.9,0,1.3,95.9,94.2,30707,7.4,65951,172332,176029,2.1,409,OH
18,21.7,5.4,Meigs County,12.2,83.4,0.3,0.2,0.9,0.5,0,1.2,97.4,97,18816,21.9,35469,23770,23331,-1.9,55.3,OH
16.8,25.4,6.5,Mercer County,16.2,90.7,0.3,0.5,0.4,1.8,0.2,0.9,97.6,96.1,24157,9.4,52535,40814,40831,0,88.3,OH
17.3,23.2,5.7,Miami County,19.7,88.4,0.3,1.4,2.2,1.5,0,1.8,94.3,93,25369,13,52040,102506,103900,1.4,252.1,OH
21.7,20.9,5.4,Monroe County,10.4,86.4,0.2,0.1,0.5,0.5,0,1.2,97.9,97.5,21487,19,40573,14642,14465,-1.2,32.1,OH
16.6,22.5,6.2,Montgomery County,24.6,88.2,0.2,2.1,21.1,2.6,0,2.5,74,71.9,24997,17.7,43401,535153,533116,-0.4,1159.5,OH
19.7,21.8,5.1,Morgan County,10.5,85.6,0.5,0.1,3,0.8,0,3.3,93.1,92.5,21027,20.2,37865,15054,14843,-1.4,36.2,OH
15.8,24.2,5.8,Morrow County,14.1,87.8,0.2,0.4,0.6,1.4,0,1.4,97.3,96.1,22228,13.6,51484,34827,35152,0.9,85.8,OH
16.7,23.3,6,Muskingum County,14.2,87.1,0.2,0.4,4,1,0,2.7,92.6,91.8,20775,18.1,40524,86074,85818,-0.3,129.5,OH
23.8,18.2,4.7,Noble County,9.7,80.1,0.4,0.3,2.8,0.6,0,0.8,95.7,95.2,18853,15.2,38290,14645,14363,-1.9,36.8,OH
22.1,19.6,4.4,Ottawa County,20.3,91.5,0.2,0.4,1,4.9,0,1.2,97.1,92.5,27979,11,53202,41428,41154,-0.7,162.5,OH
17,23.9,5.7,Paulding County,12.1,88.6,0.4,0.3,1.1,4.5,0,1.5,96.7,92.9,22714,13.7,44861,19614,18989,-3.2,47.1,OH
15,24.2,5.9,Perry County,10.2,84.2,0.3,0.1,0.5,0.8,0,1.4,97.6,97,19372,19.6,41446,36058,35812,-0.7,88.4,OH
14.5,22.1,5.5,Pickaway County,16.1,84.9,0.3,0.4,3.7,1.3,0,1.4,94.1,93,23851,13.3,54003,55698,56876,2.1,111.1,OH
16.2,23.9,5.9,Pike County,12.2,77.6,0.6,0.3,1.1,0.9,0.1,1.8,96.2,95.5,20071,23.5,42165,28709,28256,-1.6,65.2,OH
14.7,19.3,4.4,Portage County,25.1,91,0.2,1.9,4.5,1.6,0,1.8,91.6,90.2,25332,16.1,52697,161419,161882,0.3,331.2,OH
17.2,23.4,5.5,Preble County,11.3,87.8,0.3,0.7,0.6,0.7,0,1.1,97.3,96.6,23374,12.2,48405,42270,41586,-1.6,99.7,OH
15.5,25.7,6.7,Putnam County,19.9,91.9,0.3,0.3,0.6,5.9,0,0.7,98.1,92.7,25481,6.9,61192,34499,34171,-1,71.5,OH
18.1,21.8,5.7,Richland County,14.9,86.2,0.2,0.7,9.5,1.7,0,2,87.6,86.2,21932,15.7,41835,124475,121942,-2,251.3,OH
15.2,21.7,5.4,Ross County,13.7,84.1,0.3,0.5,6.1,1.1,0,2.3,90.8,89.9,21310,19.7,43264,78064,77159,-1.2,113.3,OH
16.9,23.3,5.9,Sandusky County,13.7,88.6,0.3,0.5,3.2,9.5,0,2.2,93.8,85.1,22799,14.3,46140,60944,60179,-1.3,149.2,OH
16.8,22,5.7,Scioto County,14.2,81.3,0.5,0.4,2.7,1.2,0,1.7,94.6,93.6,19437,23.3,35379,79499,77258,-2.8,130.3,OH
16.3,22.3,5.1,Seneca County,15.3,89.4,0.3,0.7,2.6,4.8,0,1.8,94.6,90.4,22075,15.5,43764,56745,55669,-1.9,103,OH
14.8,26,6.4,Shelby County,14.5,88.2,0.2,1,2.2,1.6,0.1,1.8,94.6,93.3,24028,11.4,50427,49423,48951,-1,121.2,OH
17.7,21.9,5.5,Stark County,21.1,89.1,0.3,0.9,7.8,1.9,0,2.3,88.6,87.1,24453,15,45641,375586,375736,0,652.9,OH
16.2,21.7,5.7,Summit County,29.6,90.3,0.2,2.8,14.8,1.9,0,2.3,79.9,78.4,27818,15.4,49669,541781,541943,0,1312.6,OH
19.4,21,5.2,Trumbull County,17,87.7,0.2,0.5,8.6,1.6,0,1.8,88.8,87.5,22568,17.4,42880,210312,205175,-2.4,340.1,OH
17.9,22.9,5.9,Tuscarawas County,15.2,86.7,0.4,0.3,0.9,2.4,0.3,1.2,96.9,95.1,21966,14.6,43739,92582,92788,0.2,163.1,OH
11.3,25.4,5.8,Union County,27,92.2,0.2,3.2,2.7,1.5,0,1.4,92.4,91.1,28852,7.8,65086,52300,53776,2.9,121.1,OH
18,23.5,5.9,Van Wert County,15.4,90.8,0.2,0.4,1,2.8,0,1.3,97,94.6,22790,12.5,45355,28744,28462,-1,70.3,OH
15.4,23.3,5.6,Vinton County,8.5,80.4,0.4,0.2,0.6,0.7,0,1.2,97.5,96.9,18101,20.6,36705,13435,13234,-1.5,32.6,OH
13,25.9,5.9,Warren County,37.9,92,0.2,4.7,3.5,2.6,0,1.5,90.1,87.8,33172,6.3,72487,212693,221659,4.1,530,OH
19.3,20.1,5,Washington County,16,88.8,0.3,0.7,1.2,1.1,0,1.5,96.2,95.3,23496,15.3,42834,61778,61213,-0.9,97.8,OH
16.2,24.6,6.5,Wayne County,20,85.9,0.2,0.9,1.7,1.8,0,1.5,95.7,94.2,23061,12.4,49135,114520,115537,0.9,206.4,OH
17.4,23.1,5.8,Williams County,12.8,89.3,0.3,0.6,1.2,4.1,0,1.1,96.8,93.1,21350,13.7,43089,37642,37291,-0.9,89.4,OH
13.9,20.7,5.4,Wood County,29.5,93.1,0.3,1.8,2.8,5.3,0,1.7,93.5,88.8,26326,14.7,52069,125488,129590,3.3,203.3,OH
17.9,23.4,6,Wyandot County,12,89.6,0.3,0.7,0.4,2.7,0,1.1,97.6,95.2,22382,11.1,44448,22615,22353,-1.2,55.6,OH
14.5,26.8,6.8,Adair County,12.7,77.4,44,0.6,0.5,6.1,0,10.3,44.6,41.9,15116,26.4,32556,22683,22186,-2.2,39.6,OK
17.8,19.6,5.4,Alfalfa County,21.4,86.1,4.1,0.4,4.3,5,0.1,2.4,88.8,84.7,22488,12.8,44811,5642,5790,2.6,6.5,OK
18,22.3,5.6,Atoka County,14.2,83.1,14.3,0.5,4,3.6,0.1,6.8,74.4,72,17842,21.8,37012,14182,13796,-2.7,14.5,OK
17.2,25.3,5.5,Beaver County,17.9,83.8,2.1,0.3,0.9,22.8,0,2.4,94.3,73.3,26109,9.9,51422,5636,5486,-2.7,3.1,OK
12.3,25.4,8,Beckham County,16.4,82,3.4,1,4.5,14.1,0,2.7,88.4,75.9,23959,15.1,48989,22119,23691,7.1,24.5,OK
17.8,26.4,8.2,Blaine County,17,82.7,10.3,0.4,3.5,9.1,0.1,4.6,81.1,74.2,20242,15,44206,11943,9917,-17,12.9,OK
16.9,23.7,6.8,Bryan County,20.1,83,13.5,0.7,1.9,5.5,0,7.4,76.6,72.4,20524,18.4,38897,42416,44486,4.9,46.9,OK
15.6,24.9,6.7,Caddo County,13.7,83.2,25.4,0.3,3,11.3,0.1,6.2,65,58.3,17858,20.6,39267,29600,29317,-1,23.2,OK
12,26.5,6.8,Canadian County,25.3,91.5,5,3.3,2.9,8,0.1,4.3,84.5,77.7,27552,7,63629,115541,129582,12.2,128.9,OK
15.6,25.5,6.9,Carter County,17.1,85.7,9.5,1.1,7.1,6.7,0.1,6.4,75.8,71,21476,16.3,41401,47557,48821,2.3,57.8,OK
15.1,23.1,6.1,Cherokee County,24.5,85.1,34.9,0.7,1.5,6.6,0.1,9.3,53.5,49.2,18582,22.8,37260,46987,48341,2.9,62.7,OK
19.4,24.5,6.2,Choctaw County,14,80.5,17.1,0.4,11.2,3.7,0,7,64.4,61.9,17739,27.1,30201,15205,15161,-0.3,19.7,OK
22.4,24.1,5.9,Cimarron County,18.5,81.7,1.6,0.3,0.5,21.3,0,1.8,95.8,74.9,23514,20,38301,2475,2294,-7.3,1.3,OK
11.9,22.3,5.9,Cleveland County,31.4,90.9,5.1,4.4,4.9,7.9,0.1,5.5,80,73.4,26920,12.9,54989,255755,269908,5.5,474.7,OK
20.4,23.9,5.7,Coal County,13.3,80.7,17.6,0.2,0.7,3.9,0,8.4,73.1,70.7,19752,21.6,34867,5925,5807,-2,11.5,OK
11,24.2,7.4,Comanche County,19.9,89,6.3,2.7,17.8,12.6,0.7,6.2,66.4,57.2,22363,17.3,46036,124098,125033,0.8,116.1,OK
18.2,23.9,5.9,Cotton County,14.7,85.8,10.6,0.2,2.3,7.2,0.2,5.3,81.4,77.2,21452,14.7,46317,6193,6150,-0.7,9.8,OK
18.7,21.9,5.4,Craig County,12.5,83,20.1,0.6,3.3,3.2,0.1,9.2,66.7,64.6,19820,17.8,39236,15029,14582,-2.9,19.7,OK
16.9,24.2,6.2,Creek County,15.3,84.8,10.4,0.4,2.4,3.7,0.1,6.7,80,77.3,22327,14.7,43026,69967,70632,1,73.6,OK
13.1,24.6,7.6,Custer County,27.8,85,7.2,1.5,3.4,16.5,0.1,3.7,84.1,70.1,23261,19.1,44972,27469,29500,7.4,27.8,OK
23,21.3,4.8,Delaware County,16.1,84.7,23.3,1.2,0.5,3.5,0.1,7.9,67.1,64.7,21109,21.2,36588,41487,41446,-0.1,56.2,OK
19.4,26.1,6.8,Dewey County,19.5,87.5,5.9,0.9,0.5,6.1,0,3.8,88.9,84.1,24860,14.2,46488,4810,4914,2.2,4.8,OK
20.2,23.3,5.4,Ellis County,23.9,88.3,2.8,0.2,0.7,7.5,0,1.7,94.5,87.6,27183,16,47344,4151,4150,0,3.4,OK
